2025-07-25 14:25:34 | WARNING | env_manager:__init__:29 | No Gemini API key provided, using mock LLM
2025-07-25 14:25:34 | INFO | core.android_env_wrapper:__init__:36 | Using mock Android environment
2025-07-25 14:25:36 | INFO | core.logger:start_episode:83 | Started episode episode_1753467936_0: Test turning Wi-Fi on and off
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:81 | Starting QA task: Test turning Wi-Fi on and off
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:88 | Phase 1: Creating test plan
2025-07-25 14:25:36 | INFO | core.logger:log_agent_action:135 | Agent planner - create_plan: Success=True, Time=0.000s
2025-07-25 14:25:36 | INFO | agents.planner_agent:create_plan:80 | Created plan with 5 subgoals for: Test turning Wi-Fi on and off
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:95 | Phase 2: Executing test plan
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:106 | Step 1: Executing subgoal 1
2025-07-25 14:25:36 | INFO | agents.executor_agent:execute_subgoal:44 | Executing subgoal 1: Open Settings app
2025-07-25 14:25:36 | INFO | core.logger:log_ui_interaction:145 | UI Interaction: touch on unknown -> success
2025-07-25 14:25:36 | INFO | core.logger:log_agent_action:135 | Agent executor - execute_subgoal: Success=True, Time=0.037s
2025-07-25 14:25:36 | INFO | agents.executor_agent:execute_subgoal:102 | Successfully executed subgoal 1
2025-07-25 14:25:36 | INFO | agents.verifier_agent:verify_execution:54 | Verifying execution of subgoal 1: Open Settings app
2025-07-25 14:25:36 | INFO | core.logger:log_agent_action:135 | Agent verifier - verify_execution: Success=True, Time=0.000s
2025-07-25 14:25:36 | INFO | core.logger:log_verification_result:149 | Verification: Expected='On Settings screen', Actual='Successfully navigated to Settings', Passed=True
2025-07-25 14:25:36 | INFO | agents.verifier_agent:verify_execution:99 | Verification PASSED for subgoal 1 (confidence: 0.90)
2025-07-25 14:25:36 | INFO | agents.planner_agent:mark_subgoal_completed:180 | Subgoal 1 completed: Open Settings app
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:124 | Subgoal 1 completed successfully
2025-07-25 14:25:36 | INFO | env_manager:execute_qa_task:106 | Step 2: Executing subgoal 2
2025-07-25 14:25:36 | INFO | agents.executor_agent:execute_subgoal:44 | Executing subgoal 2: Find and tap Wi-Fi option
2025-07-25 14:25:36 | INFO | core.logger:log_agent_action:135 | Agent executor - execute_subgoal: Success=False, Time=0.012s
2025-07-25 14:25:36 | ERROR | core.logger:log_agent_action:141 | Agent executor error: Unknown action type: failed
2025-07-25 14:25:36 | ERROR | agents.executor_agent:execute_subgoal:104 | Failed to execute subgoal 2: Unknown action type: failed
2025-07-25 14:25:36 | INFO | agents.verifier_agent:verify_execution:54 | Verifying execution of subgoal 2: Find and tap Wi-Fi option
2025-07-25 14:25:36 | INFO | core.logger:log_agent_action:135 | Agent verifier - verify_execution: Success=True, Time=0.000s
